_id,Mã trạm,Chỉ số AQI,Vị trí,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Trạng thái cảnh báo,Mức độ cảnh báo
542,13015,79.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,12.00,14.00,72.00,29.00,-,1013,48.00,79.00,-,19.00,5.10,2021-02-27T14:00:00,+07:00,#NAME?,#NAME?
543,13018,88.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,14.00,72.00,40.00,-,1013,51.00,88.00,-,19.00,5.10,2021-02-27T14:00:00,+07:00,#NAME?,#NAME?
544,13019,65.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7.00,14.00,72.00,20.00,-,1013,47.00,65.00,-,19.00,5.10,2021-02-27T14:00:00,+07:00,#NAME?,#NAME?
545,13026,54.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm10,2.00,19.00,78.00,59.00,2.00,1005.5,54.00,1.00,1.00,23.00,4.30,2021-02-25T20:00:00,+07:00,#NAME?,#NAME?
546,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",4.00,21.00,62.00,1.00,25.00,1008,-,-,6.00,29.00,2.50,2021-02-27T15:00:00,+07:00,#NAME?,#NAME?
547,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",1.00,21.50,67.00,1.00,18.00,1011.5,-,-,4.00,28.00,4.80,2021-02-27T15:00:00,+07:00,#NAME?,#NAME?
548,13017,97.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,14.00,77.00,9.00,-,1011,62.00,97.00,-,18.00,5.60,2021-02-27T15:00:00,+07:00,#NAME?,#NAME?
549,13020,74.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,14.00,72.00,10.00,-,1013,49.00,74.00,-,19.00,5.10,2021-02-27T14:00:00,+07:00,#NAME?,#NAME?
550,13013,112.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,5.00,14.00,77.00,16.00,-,1011,59.00,112.00,-,18.00,5.60,2021-02-27T15:00:00,+07:00,#NAME?,#NAME?
551,13014,72.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,14.00,72.00,-,-,1013,48.00,72.00,-,19.00,5.10,2021-02-27T14:00:00,+07:00,#NAME?,#NAME?
552,13252,198.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,12.10,67.10,-,3.00,984.80,198.00,90.00,-,18.30,1.00,2021-02-27T16:00:00,+07:00,#NAME?,#NAME?
553,8767,61.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,22.00,49.00,-,-,1010,-,61.00,-,34.00,2.50,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
554,8688,60.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,10.00,49.00,-,-,1018,-,-,-,21.00,3.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
555,8641,59.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,10.00,49.00,7.40,3.70,1018,-,59.00,3.60,21.00,3.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
556,13012,15.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,17.60,44.30,5.00,12.00,926.70,14.00,15.00,2.00,31.20,4.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
557,12488,24.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.00,23.00,80.50,-,-,1016,16.00,24.00,-,26.50,6.40,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
558,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
559,12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,"",3.00,10.00,49.00,8.00,24.00,1018,32.00,54.00,7.00,21.00,3.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
560,13250,15.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,33.00,13.80,60.10,2.00,2.00,1006.200000000000045474735088646411895751953125,4.00,15.00,53.00,21.90,4.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
561,5507,19.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,16.90,87.10,-,7.00,1004.8999999999999772626324556767940521240234375,11.00,19.00,-,19.10,1.00,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
562,11778,6.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,16.90,87.10,12.00,-,1004.8999999999999772626324556767940521240234375,6.00,6.00,14.00,19.10,1.00,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
563,12958,26.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,10.00,49.00,3.00,7.00,1020,20.00,26.00,4.00,21.00,3.60,2021-03-02T11:00:00,+07:00,#NAME?,#NAME?
564,12957,28.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,10.00,50.50,4.00,-,1018.5,23.00,28.00,3.00,20.50,3.60,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
565,13015,63.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,20.00,10.00,50.50,19.00,-,1018.5,50.00,63.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
566,13018,40.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,10.00,50.50,11.00,-,1018.5,28.00,40.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
567,13019,39.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,6.00,10.00,50.50,20.00,-,1018.5,36.00,39.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
568,13026,54.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm10,2.00,19.00,78.00,59.00,2.00,1005.5,54.00,1.00,1.00,23.00,4.30,2021-02-25T20:00:00,+07:00,#NAME?,#NAME?
569,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",3.00,22.50,71.50,1.00,15.00,1015,-,-,7.00,28.00,3.80,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
570,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",1.00,21.00,73.00,1.00,16.00,1011,-,-,4.00,26.00,7.20,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
571,13017,62.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,10.00,50.50,16.00,-,1018.5,56.00,62.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
572,13020,42.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.00,10.00,50.50,12.00,-,1018.5,35.00,42.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
573,13013,68.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,8.00,10.00,50.50,11.00,-,1018.5,57.00,68.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
574,13014,44.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,10.00,50.50,-,-,1018.5,32.00,44.00,-,20.50,3.60,2021-03-02T13:00:00,+07:00,#NAME?,#NAME?
575,13252,80.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,9.80,40.90,-,3.00,990.20,80.00,48.00,-,23.90,2.00,2021-03-02T14:00:00,+07:00,#NAME?,#NAME?
576,8767,65.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,19.00,48.00,-,-,1010,-,65.00,-,31.00,4.10,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
577,8688,87.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,14.00,82.00,-,-,1016.5,-,-,-,17.00,3.30,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
578,8641,153.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,14.00,82.00,7.80,2.10,1017,-,153.00,3.60,17.00,3.30,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
579,13012,28.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,17.20,50.10,6.00,16.00,925.80,24.00,28.00,2.00,28.60,3.00,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
580,12488,26.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,3.00,20.00,88.00,-,-,1016,20.00,26.00,-,22.00,1.00,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
581,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
582,12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,"",6.00,14.00,82.00,20.00,25.00,1017,32.00,54.00,6.00,17.00,4.10,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
583,13250,21.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32.00,15.70,74.40,4.00,2.00,1003.6000000000000227373675443232059478759765625,2.00,21.00,127.00,20.40,3.00,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
584,5507,21.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,17.00,100.00,-,6.00,1002.6000000000000227373675443232059478759765625,11.00,21.00,-,17.00,1.00,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
585,11778,2.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,8.00,17.00,100.00,11.00,-,1002.6000000000000227373675443232059478759765625,2.00,2.00,4.00,17.00,1.00,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
586,12958,-,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,"",5.00,14.00,82.00,1.00,4.00,1017,20.00,26.00,4.00,17.00,4.10,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
587,12957,75.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,14.00,82.00,10.00,-,1016.5,45.00,75.00,2.00,17.00,3.30,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
588,13015,121.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,27.00,14.00,82.00,22.00,-,1016.5,87.00,121.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
589,13018,83.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,6.00,14.00,82.00,10.00,-,1016.5,56.00,83.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
590,13019,106.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,14.00,82.00,29.00,-,1016.5,65.00,106.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
591,13026,112.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,7.00,14.00,82.00,13.00,1.00,1016.5,80.00,112.00,1.00,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
592,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",9.00,22.00,76.00,1.00,15.00,1018,-,-,7.00,26.50,1.80,2021-03-03T09:00:00,+07:00,#NAME?,#NAME?
593,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,22.00,78.00,2.00,14.00,1014,-,-,4.00,26.00,5.10,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
594,13017,122.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,14.00,82.00,18.00,-,1016.5,87.00,122.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
595,13020,82.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,14.00,82.00,18.00,-,1016.5,55.00,82.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
596,13013,123.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,15.00,14.00,82.00,23.00,-,1016.5,89.00,123.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
597,13014,82.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,14.00,82.00,-,-,1016.5,54.00,82.00,-,17.00,3.30,2021-03-03T17:00:00,+07:00,#NAME?,#NAME?
598,13252,115.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,14.00,86.80,-,2.00,988.40,115.00,109.00,-,16.20,1.00,2021-03-03T18:00:00,+07:00,#NAME?,#NAME?
599,8767,50.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.50,35.00,-,-,1009.5,-,50.00,-,34.00,5.40,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
600,8688,166.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,19.00,93.00,-,-,1011,-,-,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
601,8641,122.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,19.00,93.00,7.80,2.10,1011,-,122.00,3.60,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
602,13012,26.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,14.50,44.70,5.00,28.00,928.60,21.00,26.00,2.00,27.60,2.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
603,12488,72.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,7.00,23.00,74.00,-,-,1011.5,72.00,51.00,-,28.00,2.80,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
604,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
605,12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,"",5.00,19.00,93.00,10.00,24.00,1011,32.00,54.00,4.00,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
606,13250,40.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,34.00,15.30,60.00,2.00,2.00,999.90,8.00,40.00,23.00,23.50,3.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
607,5507,18.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,20.50,95.80,-,16.00,998.50,10.00,18.00,-,21.20,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
608,11778,6.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,20.50,95.80,22.00,-,998.50,4.00,6.00,23.00,21.20,1.00,2021-03-05T13:00:00,+07:00,#NAME?,#NAME?
609,12958,-,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,"",4.00,19.00,93.00,2.00,2.00,1011,20.00,26.00,4.00,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
610,12957,38.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,18.50,90.50,12.00,-,1011.5,25.00,38.00,1.00,20.00,1.20,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
611,13015,118.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,22.00,19.00,93.00,25.00,-,1011,85.00,118.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
612,13018,84.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,8.00,19.00,93.00,13.00,-,1011,58.00,84.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
613,13019,100.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,18.50,90.50,22.00,-,1011.5,61.00,100.00,-,20.00,1.20,2021-03-05T13:00:00,+07:00,#NAME?,#NAME?
614,13026,86.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.00,19.00,93.00,19.00,1.00,1011,69.00,86.00,1.00,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
615,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",9.00,22.00,76.00,1.00,15.00,1018,-,-,7.00,26.50,1.80,2021-03-03T09:00:00,+07:00,#NAME?,#NAME?
616,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",1.00,21.00,62.00,1.00,18.00,1013,-,-,4.00,29.00,5.10,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
617,13017,111.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,19.00,93.00,19.00,-,1011,80.00,111.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
618,13020,86.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,19.00,93.00,18.00,-,1011,73.00,86.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
619,13013,115.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,19.00,93.00,18.00,-,1011,76.00,115.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
620,13014,96.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,19.00,93.00,-,-,1011,58.00,96.00,-,20.00,1.00,2021-03-05T14:00:00,+07:00,#NAME?,#NAME?
621,13252,109.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,18.30,70.90,-,3.00,982.90,109.00,47.00,-,23.90,3.00,2021-03-05T15:00:00,+07:00,#NAME?,#NAME?
622,8767,82.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,15.00,30.00,-,-,1008.5,-,82.00,-,35.00,2.50,2021-03-08T15:00:00,+07:00,#NAME?,#NAME?
623,8688,153.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22.00,88.00,-,-,1014,-,-,-,24.00,4.10,2021-03-08T15:00:00,+07:00,#NAME?,#NAME?
624,8641,139.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,22.00,88.00,7.40,2.50,1014,-,139.00,4.10,24.00,4.10,2021-03-08T15:00:00,+07:00,#NAME?,#NAME?
625,13012,24.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,15.70,40.80,6.00,28.00,927.40,20.00,24.00,2.00,30.50,2.00,2021-03-08T15:00:00,+07:00,#NAME?,#NAME?
626,12488,13.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,4.00,23.00,74.00,-,-,1014.5,13.00,6.00,-,28.00,6.90,2021-03-08T15:00:00,+07:00,#NAME?,#NAME?
627,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
628,12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,"",4.00,21.00,88.00,8.00,24.00,1015,-,-,3.00,23.00,3.60,2021-03-08T14:00:00,+07:00,#NAME?,#NAME?
